Entity,Code,Year,Annual CO₂ emissions,Annual CO₂ emissions including land-use change,Annual CO₂ emissions from land-use change
Lower-middle-income countries,,1960,588764300.0,3790953700.0,3217358300.0
Lower-middle-income countries,,1961,613725100.0,3482483200.0,2882395600.0
Lower-middle-income countries,,1962,647906500.0,3310231000.0,2676552000.0
Lower-middle-income countries,,1963,696225100.0,3210773200.0,2529222700.0
Lower-middle-income countries,,1964,736692600.0,3173857300.0,2449201000.0
Lower-middle-income countries,,1965,797186240.0,2789878300.0,2004940800.0
Lower-middle-income countries,,1966,850450050.0,2898248700.0,2060413700.0
Lower-middle-income countries,,1967,878214800.0,2721294600.0,1855669500.0
Lower-middle-income countries,,1968,932456900.0,2863351800.0,1943422200.0
Lower-middle-income countries,,1969,976538940.0,2784565500.0,1826320800.0
Lower-middle-income countries,,1970,1044075970.0,2642437400.0,1602340500.0
Lower-middle-income countries,,1971,1117347000.0,2595851500.0,1482930700.0
Lower-middle-income countries,,1972,1188595000.0,3073404200.0,1890880500.0
Lower-middle-income countries,,1973,1280784300.0,2908919300.0,1633228000.0
Lower-middle-income countries,,1974,1334470900.0,2908895200.0,1581822100.0
Lower-middle-income countries,,1975,1381844500.0,2929924600.0,1554012300.0
Lower-middle-income countries,,1976,1459797900.0,2840543200.0,1386054500.0
Lower-middle-income countries,,1977,1535061100.0,3103524000.0,1574750600.0
Lower-middle-income countries,,1978,1603650400.0,2916659500.0,1319296500.0
Lower-middle-income countries,,1979,1642564100.0,2900646100.0,1263090700.0
Lower-middle-income countries,,1980,1675665300.0,2798871800.0,1128218900.0
Lower-middle-income countries,,1981,1666704000.0,2945300700.0,1282949600.0
Lower-middle-income countries,,1982,1726137600.0,2805233200.0,1083628000.0
Lower-middle-income countries,,1983,1792223500.0,3366072800.0,1578561200.0
Lower-middle-income countries,,1984,1846003700.0,4115353300.0,2276443100.0
Lower-middle-income countries,,1985,1979204400.0,4410759000.0,2437622500.0
Lower-middle-income countries,,1986,2008222700.0,4480012300.0,2479722000.0
Lower-middle-income countries,,1987,2059989100.0,4279581700.0,2226722800.0
Lower-middle-income countries,,1988,2145879800.0,4235950000.0,2095258400.0
Lower-middle-income countries,,1989,2138161500.0,4000770600.0,1871461200.0
Lower-middle-income countries,,1990,2236869600.0,4021142500.0,1792721900.0
Lower-middle-income countries,,1991,2253435600.0,3950468600.0,1703320300.0
Lower-middle-income countries,,1992,2303119600.0,4232457200.0,1935837700.0
Lower-middle-income countries,,1993,2297714000.0,4103197400.0,1812727300.0
Lower-middle-income countries,,1994,2271008000.0,4492235000.0,2228225000.0
Lower-middle-income countries,,1995,2332350200.0,4472907000.0,2146114800.0
Lower-middle-income countries,,1996,2424015000.0,4643087400.0,2223462000.0
Lower-middle-income countries,,1997,2490714000.0,6382024700.0,3894502400.0
Lower-middle-income countries,,1998,2521686500.0,4966772700.0,2449530400.0
Lower-middle-income countries,,1999,2669635300.0,5069225500.0,2404426800.0
Lower-middle-income countries,,2000,2776970000.0,5010808000.0,2245079300.0
Lower-middle-income countries,,2001,2872391400.0,4915170300.0,2050997200.0
Lower-middle-income countries,,2002,2945790500.0,5791352000.0,2845755400.0
Lower-middle-income countries,,2003,3078285600.0,6111465500.0,3033389000.0
Lower-middle-income countries,,2004,3232235500.0,5703743000.0,2471697700.0
Lower-middle-income countries,,2005,3375465700.0,5435187000.0,2059900800.0
Lower-middle-income countries,,2006,3528283600.0,6236643000.0,2708539000.0
Lower-middle-income countries,,2007,3733660200.0,6056262700.0,2322793000.0
Lower-middle-income countries,,2008,3860965400.0,6248434700.0,2387645400.0
Lower-middle-income countries,,2009,4028245800.0,6576209400.0,2548165400.0
Lower-middle-income countries,,2010,4246978600.0,6546747000.0,2299929300.0
Lower-middle-income countries,,2011,4506043400.0,6741680600.0,2235809500.0
Lower-middle-income countries,,2012,4738324000.0,6860739600.0,2122591900.0
Lower-middle-income countries,,2013,4820519000.0,6766905300.0,1946573300.0
Lower-middle-income countries,,2014,5045831700.0,7270748000.0,2225110500.0
Lower-middle-income countries,,2015,5218653700.0,8258366500.0,3039911000.0
Lower-middle-income countries,,2016,5461015000.0,7731178000.0,2270361000.0
Lower-middle-income countries,,2017,5655321000.0,7799468000.0,2144356000.0
Lower-middle-income countries,,2018,5949402600.0,8071566300.0,2122372000.0
Lower-middle-income countries,,2019,6161634000.0,8590727000.0,2429305300.0
Lower-middle-income countries,,2020,5889132000.0,7850577000.0,1961669000.0
Lower-middle-income countries,,2021,6258658000.0,8184921600.0,1926494600.0
Upper-middle-income countries,,1850,84494.0,617248640.0,1102057900.0
Upper-middle-income countries,,1851,0.0,,1114075800.0
Upper-middle-income countries,,1852,0.0,,1116787200.0
Upper-middle-income countries,,1853,0.0,,1119718400.0
Upper-middle-income countries,,1854,0.0,,1114295700.0
Upper-middle-income countries,,1855,256207.0,656332100.0,1114588800.0
Upper-middle-income countries,,1856,0.0,,1113123200.0
Upper-middle-income countries,,1857,0.0,,1110631700.0
Upper-middle-income countries,,1858,363446.0,692529700.0,1108470000.0
Upper-middle-income countries,,1859,385250.0,694713300.0,1103120500.0
Upper-middle-income countries,,1860,507902.0,672302340.0,1064611840.0
Upper-middle-income countries,,1861,647847.0,665334100.0,1031269440.0
Upper-middle-income countries,,1862,588821.0,664359040.0,1014671500.0
Upper-middle-income countries,,1863,616079.0,662737540.0,991991360.0
Upper-middle-income countries,,1864,693333.0,661202600.0,967405950.0
Upper-middle-income countries,,1865,813575.0,673304100.0,943370100.0
Upper-middle-income countries,,1866,2276828.0,673008640.0,932561300.0
Upper-middle-income countries,,1867,2601356.0,670292160.0,914607740.0
Upper-middle-income countries,,1868,2158510.0,671314900.0,896837250.0
Upper-middle-income countries,,1869,2947867.0,667634200.0,876099100.0
Upper-middle-income countries,,1870,3075163.0,711582850.0,961690100.0
Upper-middle-income countries,,1871,4127609.0,733520060.0,1003752800.0
Upper-middle-income countries,,1872,4278811.0,751185200.0,1025040640.0
Upper-middle-income countries,,1873,4029844.0,761341950.0,1042444700.0
Upper-middle-income countries,,1874,4849494.0,774032960.0,1064465300.0
Upper-middle-income countries,,1875,5635276.0,783795650.0,1071060500.0
Upper-middle-income countries,,1876,6823016.0,793263940.0,1081246300.0
Upper-middle-income countries,,1877,7128779.0,800458050.0,1099786200.0
Upper-middle-income countries,,1878,9043899.0,812998700.0,1115688000.0
Upper-middle-income countries,,1879,9068602.0,821890400.0,1123272400.0
Upper-middle-income countries,,1880,10623231.0,840152770.0,1224105700.0
Upper-middle-income countries,,1881,11230551.0,864576200.0,1281337500.0
Upper-middle-income countries,,1882,11959454.0,882635800.0,1327430700.0
Upper-middle-income countries,,1883,13753579.0,896154700.0,1365609500.0
Upper-middle-income countries,,1884,14065195.0,945270800.0,1388949100.0
Upper-middle-income countries,,1885,15287209.0,986320450.0,1408038700.0
Upper-middle-income countries,,1886,15628757.0,965667300.0,1431818000.0
Upper-middle-income countries,,1887,17740324.0,998226700.0,1455377400.0
Upper-middle-income countries,,1888,18392416.0,1005180860.0,1460140700.0
Upper-middle-income countries,,1889,20785164.0,1015414660.0,1489635800.0
Upper-middle-income countries,,1890,23131204.0,1127204400.0,1560424300.0
Upper-middle-income countries,,1891,25671372.0,1248971000.0,1590469100.0
Upper-middle-income countries,,1892,27664480.0,1255764000.0,1597980400.0
Upper-middle-income countries,,1893,33273196.0,1277201200.0,1615787400.0
Upper-middle-income countries,,1894,34913584.0,1283934600.0,1627768700.0
Upper-middle-income countries,,1895,40313844.0,1302964900.0,1648653400.0
Upper-middle-income countries,,1896,42116496.0,1307442200.0,1657996500.0
Upper-middle-income countries,,1897,47606970.0,1321250000.0,1672726000.0
Upper-middle-income countries,,1898,54674332.0,1333593600.0,1682655200.0
Upper-middle-income countries,,1899,61723292.0,1454849400.0,1704016500.0
Upper-middle-income countries,,1900,64724560.0,1485477200.0,1907881500.0
Upper-middle-income countries,,1901,70986870.0,1762985500.0,2046564000.0
Upper-middle-income countries,,1902,71667340.0,1953497700.0,2139666000.0
Upper-middle-income countries,,1903,73100856.0,2009671300.0,2199242800.0
Upper-middle-income countries,,1904,82129650.0,2078899700.0,2265707800.0
Upper-middle-income countries,,1905,78095400.0,2124402700.0,2322902800.0
Upper-middle-income countries,,1906,91160900.0,2179897300.0,2367200500.0
Upper-middle-income countries,,1907,122052160.0,2255892500.0,2413110300.0
Upper-middle-income countries,,1908,128982470.0,2295322600.0,2445573400.0
Upper-middle-income countries,,1909,135690020.0,2337204200.0,2487489500.0
Upper-middle-income countries,,1910,140855000.0,2217390300.0,2396695800.0
Upper-middle-income countries,,1911,149753890.0,2093249400.0,2349613300.0
Upper-middle-income countries,,1912,153790240.0,2137040300.0,2322902800.0
Upper-middle-income countries,,1913,177091860.0,2115860900.0,2283881000.0
Upper-middle-income countries,,1914,160959420.0,2036890900.0,2262813200.0
Upper-middle-income countries,,1915,153178000.0,1973746300.0,2207596500.0
Upper-middle-income countries,,1916,164743680.0,1945044700.0,2173008600.0
Upper-middle-income countries,,1917,167317680.0,1932706200.0,2146041300.0
Upper-middle-income countries,,1918,129822400.0,1858607600.0,2119514100.0
Upper-middle-income countries,,1919,145689340.0,1877002600.0,2081738200.0
Upper-middle-income countries,,1920,188911470.0,2054693500.0,2256291300.0
Upper-middle-income countries,,1921,202995070.0,2316060400.0,2329607700.0
Upper-middle-income countries,,1922,208094300.0,2370916900.0,2384641000.0
Upper-middle-income countries,,1923,213910450.0,2416450800.0,2432859400.0
Upper-middle-income countries,,1924,226314130.0,2472566000.0,2477780000.0
Upper-middle-income countries,,1925,217800320.0,2497980700.0,2516105500.0
Upper-middle-income countries,,1926,226595170.0,2528942800.0,2540617700.0
Upper-middle-income countries,,1927,234480460.0,2576142800.0,2580445200.0
Upper-middle-income countries,,1928,240895740.0,2612603000.0,2609061000.0
Upper-middle-income countries,,1929,253469760.0,2636059100.0,2617854700.0
Upper-middle-income countries,,1930,280690600.0,2655805400.0,2624486700.0
Upper-middle-income countries,,1931,298035500.0,2803478800.0,2643429400.0
Upper-middle-income countries,,1932,311448160.0,2832829700.0,2663544800.0
Upper-middle-income countries,,1933,339597660.0,2873070300.0,2670250000.0
Upper-middle-income countries,,1934,400054050.0,2952946000.0,2696557300.0
Upper-middle-income countries,,1935,450275040.0,3014635300.0,2709528000.0
Upper-middle-income countries,,1936,495430140.0,3075912200.0,2726895400.0
Upper-middle-income countries,,1937,501260770.0,3099000000.0,2747597000.0
Upper-middle-income countries,,1938,505661600.0,3115932000.0,2761813200.0
Upper-middle-income countries,,1939,528113250.0,3157253000.0,2776359400.0
Upper-middle-income countries,,1940,601893100.0,3185672700.0,2787498000.0
Upper-middle-income countries,,1941,568837400.0,3127921700.0,2749685500.0
Upper-middle-income countries,,1942,442139140.0,2703230200.0,2675233000.0
Upper-middle-income countries,,1943,436226620.0,2876707000.0,2608291600.0
Upper-middle-income countries,,1944,512257120.0,2846408400.0,2501339600.0
Upper-middle-income countries,,1945,493571800.0,2493089800.0,2398088000.0
Upper-middle-income countries,,1946,514260320.0,2419503600.0,2312973300.0
Upper-middle-income countries,,1947,593398100.0,2643039700.0,2199975400.0
Upper-middle-income countries,,1948,612943700.0,2595863800.0,2106250400.0
Upper-middle-income countries,,1949,695847100.0,2594825000.0,2028463600.0
Upper-middle-income countries,,1950,803560500.0,3341613300.0,2586564000.0
Upper-middle-income countries,,1951,893040200.0,3713953800.0,2859568600.0
Upper-middle-income countries,,1952,978111360.0,4076719600.0,3131840500.0
Upper-middle-income countries,,1953,1028264500.0,4238771500.0,3240954600.0
Upper-middle-income countries,,1954,1128866600.0,4511654400.0,3411550500.0
Upper-middle-income countries,,1955,1281466900.0,4787768300.0,3535283700.0
Upper-middle-income countries,,1956,1406632000.0,5077227000.0,3701189600.0
Upper-middle-income countries,,1957,1554494700.0,5408400000.0,3887210800.0
Upper-middle-income countries,,1958,1907470000.0,5925559000.0,4053813000.0
Upper-middle-income countries,,1959,2171427000.0,6880510000.0,4717327000.0
Upper-middle-income countries,,1960,2318725000.0,6079088000.0,3771025400.0
Upper-middle-income countries,,1961,2147214800.0,5987929600.0,3848372500.0
Upper-middle-income countries,,1962,2124602500.0,5885845000.0,3767654700.0
Upper-middle-income countries,,1963,2228427800.0,5896788000.0,3674295800.0
Upper-middle-income countries,,1964,2364544300.0,5918551000.0,3559429600.0
Upper-middle-income countries,,1965,2522804200.0,5801425000.0,3283786800.0
Upper-middle-income countries,,1966,2698839300.0,5843064300.0,3149794300.0
Upper-middle-income countries,,1967,2726716200.0,5932643000.0,3211459300.0
Upper-middle-income countries,,1968,2871427600.0,6201234000.0,3335229400.0
Upper-middle-income countries,,1969,3110587100.0,6274891000.0,3169799700.0
Upper-middle-income countries,,1970,3460979200.0,6851095000.0,3395612200.0
Upper-middle-income countries,,1971,3741806000.0,7261587500.0,3525134300.0
Upper-middle-income countries,,1972,3936496000.0,7472509400.0,3538434800.0
Upper-middle-income countries,,1973,4142573800.0,7714750000.0,3574525200.0
Upper-middle-income countries,,1974,4276835800.0,7578023000.0,3303462400.0
Upper-middle-income countries,,1975,4597255700.0,7959445000.0,3364578000.0
Upper-middle-income countries,,1976,4819372000.0,8250880000.0,3433717800.0
Upper-middle-income countries,,1977,5053739000.0,8391665000.0,3340065800.0
Upper-middle-income countries,,1978,5373728000.0,8759864000.0,3388174000.0
Upper-middle-income countries,,1979,5513159700.0,8809741000.0,3298662400.0
Upper-middle-income countries,,1980,5609065500.0,9149031000.0,3542025500.0
Upper-middle-income countries,,1981,5574820400.0,9731507000.0,4158750000.0
Upper-middle-income countries,,1982,5808673000.0,10251664000.0,4445421000.0
Upper-middle-income countries,,1983,5947562500.0,10708109000.0,4762834000.0
Upper-middle-income countries,,1984,6144600000.0,11246075000.0,5103732000.0
Upper-middle-income countries,,1985,6560531500.0,10659749000.0,4101518000.0
Upper-middle-income countries,,1986,6757816000.0,11147647000.0,4392146400.0
Upper-middle-income countries,,1987,6976190500.0,11236535000.0,4262734000.0
Upper-middle-income countries,,1988,7300851000.0,11469911000.0,4171574000.0
Upper-middle-income countries,,1989,7351922700.0,11341125000.0,3991671600.0
Upper-middle-income countries,,1990,7422406000.0,11326508000.0,3904285200.0
Upper-middle-income countries,,1991,7386935300.0,10921691000.0,3534917400.0
Upper-middle-income countries,,1992,7051261000.0,10541968000.0,3491022600.0
Upper-middle-income countries,,1993,7142012000.0,10461819000.0,3320097000.0
Upper-middle-income countries,,1994,7105202700.0,10940022000.0,3835108900.0
Upper-middle-income countries,,1995,7414987000.0,10988578000.0,3573975600.0
Upper-middle-income countries,,1996,7602205700.0,11079067000.0,3477282600.0
Upper-middle-income countries,,1997,7586253000.0,11202855000.0,3617101000.0
Upper-middle-income countries,,1998,7416620500.0,11263198000.0,3847017000.0
Upper-middle-income countries,,1999,7576572400.0,11164837000.0,3588814800.0
Upper-middle-income countries,,2000,7758814700.0,10786773000.0,3028552400.0
Upper-middle-income countries,,2001,7904760000.0,10633169000.0,2729020400.0
Upper-middle-income countries,,2002,8305314000.0,11080372000.0,2775809800.0
Upper-middle-income countries,,2003,9234820000.0,13309005000.0,4074844400.0
Upper-middle-income countries,,2004,9815747000.0,13316746000.0,3501794800.0
Upper-middle-income countries,,2005,10549172000.0,13492950000.0,2944537000.0
Upper-middle-income countries,,2006,11319080000.0,14030064000.0,2711873000.0
Upper-middle-income countries,,2007,11863421000.0,14255024000.0,2392518700.0
Upper-middle-income countries,,2008,12569875000.0,14821463000.0,2259955200.0
Upper-middle-income countries,,2009,12785440000.0,15132051000.0,2355768800.0
Upper-middle-income countries,,2010,13731335000.0,15508303000.0,1786419800.0
Upper-middle-income countries,,2011,14796521000.0,16732913000.0,1945840500.0
Upper-middle-income countries,,2012,15168901000.0,17293610000.0,2133840400.0
Upper-middle-income countries,,2013,15347986000.0,17278716000.0,1939978200.0
Upper-middle-income countries,,2014,15518297000.0,17955020000.0,2445316900.0
Upper-middle-income countries,,2015,15348731000.0,17811767000.0,2472833500.0
Upper-middle-income countries,,2016,15287409000.0,17508123000.0,2231156200.0
Upper-middle-income countries,,2017,15586029000.0,17726999000.0,2150731300.0
Upper-middle-income countries,,2018,15964710000.0,18135517000.0,2180849400.0
Upper-middle-income countries,,2019,16338437000.0,18957193000.0,2629359600.0
Upper-middle-income countries,,2020,16219840000.0,18559076000.0,2349979600.0
Upper-middle-income countries,,2021,17038822000.0,19446310000.0,2415418600.0
