family	father	mother	gender	height	kids	male	female
180	66.5	63	M	67.2	6	1	0
180	66.5	63	M	67	6	1	0
180	66.5	63	M	65	6	1	0
180	66.5	63	F	65	6	0	1
180	66.5	63	F	65	6	0	1
180	66.5	63	F	63	6	0	1
181	66.5	62.5	M	70	7	1	0
181	66.5	62.5	M	68	7	1	0
181	66.5	62.5	F	63.5	7	0	1
181	66.5	62.5	F	62.5	7	0	1
181	66.5	62.5	F	62.5	7	0	1
181	66.5	62.5	F	62.5	7	0	1
181	66.5	62.5	F	62.5	7	0	1
182	66	61.5	M	70	1	1	0
183	66	60	M	68	4	1	0
183	66	60	M	67	4	1	0
183	66	60	M	65	4	1	0
183	66	60	F	60	4	0	1
184	66	60	M	65	1	1	0
185	66	59	M	68	15	1	0
185	66	59	M	67	15	1	0
185	66	59	M	66.5	15	1	0
185	66	59	M	66	15	1	0
185	66	59	M	65.7	15	1	0
185	66	59	M	65.5	15	1	0
185	66	59	M	65	15	1	0
185	66	59	F	65	15	0	1
185	66	59	F	64	15	0	1
185	66	59	F	63	15	0	1
185	66	59	F	62	15	0	1
185	66	59	F	61	15	0	1
185	66	59	F	60	15	0	1
185	66	59	F	58	15	0	1
185	66	59	F	57	15	0	1
186	65	67	M	66.5	4	1	0
186	65	67	M	66	4	1	0
186	65	67	M	66	4	1	0
186	65	67	F	65	4	0	1
187	65	67	F	63	1	0	1
188	65	66	M	63	4	1	0
188	65	66	F	63	4	0	1
188	65	66	F	63	4	0	1
188	65	66	F	60	4	0	1
190	65	65	M	69	9	1	0
190	65	65	M	68	9	1	0
190	65	65	M	68	9	1	0
190	65	65	F	65	9	0	1
190	65	65	F	65	9	0	1
190	65	65	F	62	9	0	1
190	65	65	F	62	9	0	1
190	65	65	F	61	9	0	1
190	65	65	F	59	9	0	1
191	65	65.5	M	70.7	2	1	0
191	65	65.5	F	65.5	2	0	1
192	65	65	M	69.2	6	1	0
192	65	65	M	69	6	1	0
192	65	65	M	68	6	1	0
192	65	65	M	67.7	6	1	0
192	65	65	F	64.5	6	0	1
192	65	65	F	60.5	6	0	1
193	65	64	M	67	6	1	0
193	65	64	M	67	6	1	0
193	65	64	F	64	6	0	1
193	65	64	F	64	6	0	1
193	65	64	F	62.5	6	0	1
193	65	64	F	60.5	6	0	1
194	65	63	M	70	2	1	0
194	65	63	F	63	2	0	1
195	65	63	M	66	3	1	0
195	65	63	M	66	3	1	0
195	65	63	F	63	3	0	1
196	65.5	63	M	71	4	1	0
196	65.5	63	M	71	4	1	0
196	65.5	63	M	69	4	1	0
196	65.5	63	F	63.5	4	0	1
197	65.5	60	M	68	5	1	0
197	65.5	60	M	68	5	1	0
197	65.5	60	M	67	5	1	0
197	65.5	60	M	67	5	1	0
197	65.5	60	F	62	5	0	1
198	64	64	M	71.5	7	1	0
198	64	64	M	68	7	1	0
198	64	64	F	65.5	7	0	1
198	64	64	F	64	7	0	1
198	64	64	F	62	7	0	1
198	64	64	F	62	7	0	1
198	64	64	F	61	7	0	1
199	64	64	M	70.5	7	1	0
199	64	64	M	68	7	1	0
199	64	64	F	67	7	0	1
199	64	64	F	65	7	0	1
199	64	64	F	64	7	0	1
199	64	64	F	64	7	0	1
199	64	64	F	60	7	0	1
200	64	63	M	64.5	1	1	0
201	64	60	M	66	2	1	0
201	64	60	F	60	2	0	1
203	62	66	M	64	3	1	0
203	62	66	F	62	3	0	1
203	62	66	F	61	3	0	1
204	62.5	63	M	66.5	2	1	0
204	62.5	63	F	57	2	0	1
136A	68.5	65	M	72	8	1	0
136A	68.5	65	M	70.5	8	1	0
136A	68.5	65	M	68.7	8	1	0
136A	68.5	65	M	68.5	8	1	0
136A	68.5	65	M	67.7	8	1	0
136A	68.5	65	F	64	8	0	1
136A	68.5	65	F	63.5	8	0	1
136A	68.5	65	F	63	8	0	1
