Country name,Year,Population growth rate
Djibouti,2010,1.93
Djibouti,2011,1.87
Djibouti,2012,1.83
Djibouti,2013,1.79
Djibouti,2014,1.74
Djibouti,2015,1.7
Djibouti,2016,1.65
Djibouti,2017,1.64
Djibouti,2018,1.6
Djibouti,2019,1.56
Djibouti,2020,1.43
Djibouti,2021,1.37
Dominica,1950,0.31
Dominica,1951,0.38
Dominica,1952,0.34
Dominica,1953,0.71
Dominica,1954,0.87
Dominica,1955,1.76
Dominica,1956,2.26
Dominica,1957,2.82
Dominica,1958,3.18
Dominica,1959,3.32
Dominica,1960,2.02
Dominica,1961,1.38
Dominica,1962,1.35
Dominica,1963,1.27
Dominica,1964,1.33
Dominica,1965,1.52
Dominica,1966,1.55
Dominica,1967,1.62
Dominica,1968,1.71
Dominica,1969,1.68
Dominica,1970,0.92
Dominica,1971,0.62
Dominica,1972,0.64
Dominica,1973,0.68
Dominica,1974,0.7
Dominica,1975,0.65
Dominica,1976,0.6
Dominica,1977,0.5
Dominica,1978,0.43
Dominica,1979,0.37
Dominica,1980,0.21
Dominica,1981,-0.34
Dominica,1982,-0.5
Dominica,1983,-0.48
Dominica,1984,-0.44
Dominica,1985,-0.51
Dominica,1986,-0.56
Dominica,1987,-0.58
Dominica,1988,-0.58
Dominica,1989,-0.62
Dominica,1990,-0.79
Dominica,1991,-0.19
Dominica,1992,0.1
Dominica,1993,0.06
Dominica,1994,0.02
Dominica,1995,-0.01
Dominica,1996,-0.08
Dominica,1997,-0.16
Dominica,1998,-0.25
Dominica,1999,-0.45
Dominica,2000,-0.58
Dominica,2001,0.01
Dominica,2002,0.31
Dominica,2003,0.22
Dominica,2004,0.16
Dominica,2005,0.13
Dominica,2006,0.07
Dominica,2007,0.02
Dominica,2008,0
Dominica,2009,0.02
Dominica,2010,-0.11
Dominica,2011,0.07
Dominica,2012,0.36
Dominica,2013,-0.56
Dominica,2014,2.15
Dominica,2015,-0.31
Dominica,2016,0.51
Dominica,2017,0.43
Dominica,2018,0.76
Dominica,2019,0.94
Dominica,2020,0.64
Dominica,2021,0.52
Dominican Republic,1950,3.02
Dominican Republic,1951,3.07
Dominican Republic,1952,3.14
Dominican Republic,1953,3.21
Dominican Republic,1954,3.27
Dominican Republic,1955,3.31
Dominican Republic,1956,3.34
Dominican Republic,1957,3.35
Dominican Republic,1958,3.35
Dominican Republic,1959,3.34
Dominican Republic,1960,3.31
Dominican Republic,1961,3.28
Dominican Republic,1962,3.23
Dominican Republic,1963,3.18
Dominican Republic,1964,3.14
Dominican Republic,1965,2.98
Dominican Republic,1966,3.05
Dominican Republic,1967,2.97
Dominican Republic,1968,2.88
Dominican Republic,1969,2.81
Dominican Republic,1970,2.76
Dominican Republic,1971,2.7
Dominican Republic,1972,2.66
Dominican Republic,1973,2.62
Dominican Republic,1974,2.56
Dominican Republic,1975,2.51
Dominican Republic,1976,2.47
Dominican Republic,1977,2.42
Dominican Republic,1978,2.38
Dominican Republic,1979,2.31
Dominican Republic,1980,2.26
Dominican Republic,1981,2.19
Dominican Republic,1982,2.17
Dominican Republic,1983,2.18
Dominican Republic,1984,2.16
Dominican Republic,1985,2.12
Dominican Republic,1986,2.1
Dominican Republic,1987,2.08
Dominican Republic,1988,2.1
Dominican Republic,1989,2.12
Dominican Republic,1990,2.1
Dominican Republic,1991,2.05
Dominican Republic,1992,2.01
Dominican Republic,1993,1.96
Dominican Republic,1994,1.9
Dominican Republic,1995,1.84
Dominican Republic,1996,1.76
Dominican Republic,1997,1.66
Dominican Republic,1998,1.56
Dominican Republic,1999,1.54
Dominican Republic,2000,1.52
Dominican Republic,2001,1.46
Dominican Republic,2002,1.42
Dominican Republic,2003,1.39
Dominican Republic,2004,1.35
Dominican Republic,2005,1.32
Dominican Republic,2006,1.27
Dominican Republic,2007,1.26
Dominican Republic,2008,1.29
Dominican Republic,2009,1.32
Dominican Republic,2010,1.31
Dominican Republic,2011,1.29
Dominican Republic,2012,1.26
Dominican Republic,2013,1.24
Dominican Republic,2014,1.21
Dominican Republic,2015,1.18
Dominican Republic,2016,1.14
Dominican Republic,2017,1.12
Dominican Republic,2018,1.09
Dominican Republic,2019,1.06
Dominican Republic,2020,1.1
Dominican Republic,2021,1.04
Ecuador,1950,2.65
Ecuador,1951,2.65
Ecuador,1952,2.67
Ecuador,1953,2.68
Ecuador,1954,2.7
Ecuador,1955,2.71
Ecuador,1956,2.73
Ecuador,1957,2.75
Ecuador,1958,2.77
Ecuador,1959,2.79
Ecuador,1960,2.82
Ecuador,1961,2.87
Ecuador,1962,2.89
Ecuador,1963,2.91
Ecuador,1964,2.92
Ecuador,1965,2.93
Ecuador,1966,2.92
Ecuador,1967,2.92
Ecuador,1968,2.91
Ecuador,1969,2.89
Ecuador,1970,2.87
Ecuador,1971,2.84
Ecuador,1972,2.83
Ecuador,1973,2.81
Ecuador,1974,2.79
Ecuador,1975,2.77
Ecuador,1976,2.74
Ecuador,1977,2.72
Ecuador,1978,2.7
Ecuador,1979,2.67
Ecuador,1980,2.64
Ecuador,1981,2.62
Ecuador,1982,2.58
Ecuador,1983,2.56
Ecuador,1984,2.54
Ecuador,1985,2.52
Ecuador,1986,2.51
Ecuador,1987,2.47
Ecuador,1988,2.41
Ecuador,1989,2.36
Ecuador,1990,2.29
Ecuador,1991,2.19
Ecuador,1992,2.03
Ecuador,1993,1.93
Ecuador,1994,1.89
Ecuador,1995,1.85
Ecuador,1996,1.81
Ecuador,1997,1.77
Ecuador,1998,1.74
Ecuador,1999,1.72
Ecuador,2000,1.71
Ecuador,2001,1.73
Ecuador,2002,1.75
Ecuador,2003,1.75
Ecuador,2004,1.73
Ecuador,2005,1.72
Ecuador,2006,1.72
Ecuador,2007,1.72
Ecuador,2008,1.69
Ecuador,2009,1.67
Ecuador,2010,1.65
Ecuador,2011,1.64
Ecuador,2012,1.57
Ecuador,2013,1.5
Ecuador,2014,1.47
Ecuador,2015,1.49
Ecuador,2016,1.5
Ecuador,2017,1.61
Ecuador,2018,2.17
Ecuador,2019,1.65
Ecuador,2020,1.15
Ecuador,2021,1.21
Egypt,1950,2.09
Egypt,1951,2.18
Egypt,1952,2.41
Egypt,1953,2.51
Egypt,1954,2.56
Egypt,1955,2.54
Egypt,1956,2.53
Egypt,1957,2.52
Egypt,1958,2.39
Egypt,1959,2.57
Egypt,1960,2.59
Egypt,1961,2.62
Egypt,1962,2.63
Egypt,1963,2.64
Egypt,1964,2.63
Egypt,1965,2.58
Egypt,1966,2.51
Egypt,1967,2.46
Egypt,1968,2.4
Egypt,1969,2.31
Egypt,1970,2.26
Egypt,1971,2.14
Egypt,1972,2.17
Egypt,1973,2.14
Egypt,1974,2.18
Egypt,1975,2.23
Egypt,1976,2.23
Egypt,1977,2.4
Egypt,1978,2.46
Egypt,1979,2.55
Egypt,1980,2.62
Egypt,1981,2.58
Egypt,1982,2.65
Egypt,1983,2.76
Egypt,1984,2.75
Egypt,1985,2.76
Egypt,1986,2.71
Egypt,1987,2.72
Egypt,1988,2.72
Egypt,1989,2.62
Egypt,1990,2.51
Egypt,1991,2.31
Egypt,1992,2.34
Egypt,1993,2.26
Egypt,1994,2.23
Egypt,1995,2.15
Egypt,1996,2.16
Egypt,1997,2.15
Egypt,1998,2.14
Egypt,1999,2.09
Egypt,2000,2.06
Egypt,2001,2.06
Egypt,2002,2.12
Egypt,2003,2.05
Egypt,2004,2.01
Egypt,2005,1.96
Egypt,2006,1.94
Egypt,2007,1.96
Egypt,2008,1.95
Egypt,2009,1.96
Egypt,2010,2.09
Egypt,2011,2.32
Egypt,2012,2.21
Egypt,2013,2.42
Egypt,2014,2.27
Egypt,2015,2.15
Egypt,2016,2.03
Egypt,2017,1.95
Egypt,2018,1.85
Egypt,2019,1.74
Egypt,2020,1.72
Egypt,2021,1.59
El Salvador,1950,2.28
El Salvador,1951,2.22
El Salvador,1952,2.29
El Salvador,1953,2.29
El Salvador,1954,2.36
El Salvador,1955,2.42
El Salvador,1956,2.47
El Salvador,1957,2.52
El Salvador,1958,2.48
El Salvador,1959,2.6
El Salvador,1960,2.78
El Salvador,1961,2.87
El Salvador,1962,2.58
El Salvador,1963,2.6
El Salvador,1964,2.66
El Salvador,1965,2.72
El Salvador,1966,2.68
El Salvador,1967,2.65
El Salvador,1968,2.57
El Salvador,1969,2.46
El Salvador,1970,2.47
El Salvador,1971,2.39
El Salvador,1972,2.41
El Salvador,1973,2.4
El Salvador,1974,2.34
El Salvador,1975,2.26
El Salvador,1976,2.12
El Salvador,1977,2.15
El Salvador,1978,2.03
El Salvador,1979,1.91
El Salvador,1980,1.49
El Salvador,1981,0.29
El Salvador,1982,1.92
El Salvador,1983,1.95
El Salvador,1984,1.96
El Salvador,1985,1.96
El Salvador,1986,1.87
El Salvador,1987,1.98
El Salvador,1988,2.06
El Salvador,1989,1.79
El Salvador,1990,1.83
El Salvador,1991,1.64
El Salvador,1992,1.67
El Salvador,1993,1.15
El Salvador,1994,1.04
El Salvador,1995,0.89
El Salvador,1996,0.81
El Salvador,1997,0.75
El Salvador,1998,0.69
El Salvador,1999,0.62
El Salvador,2000,0.55
El Salvador,2001,0.44
El Salvador,2002,0.33
El Salvador,2003,0.19
El Salvador,2004,0.1
El Salvador,2005,-0.03
El Salvador,2006,-0.08
El Salvador,2007,0.4
El Salvador,2008,0.39
El Salvador,2009,0.37
El Salvador,2010,0.38
El Salvador,2011,0.38
El Salvador,2012,0.4
El Salvador,2013,0.39
El Salvador,2014,0.38
El Salvador,2015,0.32
El Salvador,2016,0.31
El Salvador,2017,0.21
El Salvador,2018,0.1
El Salvador,2019,0.02
El Salvador,2020,0.38
El Salvador,2021,0.3
Equatorial Guinea,1950,1.68
Equatorial Guinea,1951,1.64
Equatorial Guinea,1952,1.64
Equatorial Guinea,1953,1.64
Equatorial Guinea,1954,1.64
Equatorial Guinea,1955,1.65
Equatorial Guinea,1956,1.65
Equatorial Guinea,1957,1.66
Equatorial Guinea,1958,1.67
Equatorial Guinea,1959,1.71
Equatorial Guinea,1960,1.78
Equatorial Guinea,1961,1.86
Equatorial Guinea,1962,1.94
Equatorial Guinea,1963,2.01
Equatorial Guinea,1964,2.07
Equatorial Guinea,1965,2.14
Equatorial Guinea,1966,2.22
Equatorial Guinea,1967,2.28
Equatorial Guinea,1968,2.18
Equatorial Guinea,1969,0.05
Equatorial Guinea,1970,-1.25
Equatorial Guinea,1971,-1.94
Equatorial Guinea,1972,-2.33
Equatorial Guinea,1973,-2.52
Equatorial Guinea,1974,-2.58
Equatorial Guinea,1975,-2.51
Equatorial Guinea,1976,-2.68
Equatorial Guinea,1977,-0.68
Equatorial Guinea,1978,0.3
Equatorial Guinea,1979,1.94
Equatorial Guinea,1980,4.2
Equatorial Guinea,1981,5.73
Equatorial Guinea,1982,6.52
Equatorial Guinea,1983,6.37
Equatorial Guinea,1984,5.88
Equatorial Guinea,1985,5.21
Equatorial Guinea,1986,4.55
Equatorial Guinea,1987,4.08
Equatorial Guinea,1988,3.88
Equatorial Guinea,1989,3.78
Equatorial Guinea,1990,3.72
Equatorial Guinea,1991,3.7
Equatorial Guinea,1992,3.69
Equatorial Guinea,1993,3.71
Equatorial Guinea,1994,3.75
Equatorial Guinea,1995,3.79
Equatorial Guinea,1996,3.84
Equatorial Guinea,1997,3.9
Equatorial Guinea,1998,3.93
Equatorial Guinea,1999,3.95
Equatorial Guinea,2000,4.97
Equatorial Guinea,2001,4.8
Equatorial Guinea,2002,4.66
Equatorial Guinea,2003,4.56
Equatorial Guinea,2004,4.52
Equatorial Guinea,2005,4.55
Equatorial Guinea,2006,4.64
Equatorial Guinea,2007,4.72
Equatorial Guinea,2008,4.78
Equatorial Guinea,2009,4.78
Equatorial Guinea,2010,4.73
Equatorial Guinea,2011,4.23
Equatorial Guinea,2012,4.17
Equatorial Guinea,2013,4.09
Equatorial Guinea,2014,3.98
Equatorial Guinea,2015,3.86
Equatorial Guinea,2016,3.71
Equatorial Guinea,2017,3.56
Equatorial Guinea,2018,3.41
Equatorial Guinea,2019,3.26
Equatorial Guinea,2020,2.21
Equatorial Guinea,2021,2.54
Eritrea,1950,1.43
Eritrea,1951,1.55
Eritrea,1952,1.66
Eritrea,1953,1.74
Eritrea,1954,1.82
Eritrea,1955,1.89
Eritrea,1956,1.96
Eritrea,1957,2.06
Eritrea,1958,2.12
Eritrea,1959,2.21
Eritrea,1960,2.29
Eritrea,1961,2.36
Eritrea,1962,2.43
Eritrea,1963,2.46
Eritrea,1964,2.49
Eritrea,1965,2.51
Eritrea,1966,2.52
Eritrea,1967,2.51
Eritrea,1968,2.52
Eritrea,1969,2.54
Eritrea,1970,2.58
Eritrea,1971,2.61
Eritrea,1972,2.62
Eritrea,1973,2.63
Eritrea,1974,2.63
Eritrea,1975,2.63
Eritrea,1976,2.65
Eritrea,1977,2.67
Eritrea,1978,2.67
Eritrea,1979,2.68
Eritrea,1980,2.71
Eritrea,1981,2.74
Eritrea,1982,2.74
Eritrea,1983,2.76
Eritrea,1984,2.7
Eritrea,1985,2.6
Eritrea,1986,2.63
Eritrea,1987,2.51
Eritrea,1988,2.55
Eritrea,1989,2.33
Eritrea,1990,2.17
Eritrea,1991,-13.17
Eritrea,1992,1.67
Eritrea,1993,4.46
Eritrea,1994,1.65
Eritrea,1995,9.08
Eritrea,1996,0.79
Eritrea,1997,1.62
Eritrea,1998,1.09
Eritrea,1999,1.78
Eritrea,2000,1.28
Eritrea,2001,4.36
Eritrea,2002,2.5
Eritrea,2003,5.59
Eritrea,2004,2.58
Eritrea,2005,2.33
Eritrea,2006,1.07
Eritrea,2007,2.1
Eritrea,2008,3.26
Eritrea,2009,1.89
Eritrea,2010,2.2
Eritrea,2011,1.57
Eritrea,2012,1.22
Eritrea,2013,1.45
Eritrea,2014,0.19
Eritrea,2015,0.81
Eritrea,2016,0.7
Eritrea,2017,1.17
Eritrea,2018,1.66
Eritrea,2019,1.42
Eritrea,2020,1.81
Eritrea,2021,1.78
Estonia,1950,1.32
Estonia,1951,1.26
Estonia,1952,1.22
Estonia,1953,1.08
Estonia,1954,1.1
Estonia,1955,1.05
Estonia,1956,0.94
Estonia,1957,0.89
Estonia,1958,0.63
Estonia,1959,0.57
Estonia,1960,1.24
Estonia,1961,1.24
Estonia,1962,1.16
Estonia,1963,1.13
Estonia,1964,1.2
Estonia,1965,1.08
Estonia,1966,1.04
Estonia,1967,1.08
Estonia,1968,1.1
Estonia,1969,1.05
Estonia,1970,0.91
Estonia,1971,0.96
Estonia,1972,0.9
Estonia,1973,0.86
Estonia,1974,0.89
Estonia,1975,0.8
Estonia,1976,0.79
Estonia,1977,0.85
Estonia,1978,0.77
Estonia,1979,0.57
Estonia,1980,0.56
Estonia,1981,0.63
Estonia,1982,0.66
Estonia,1983,0.72
Estonia,1984,0.66
Estonia,1985,0.61
Estonia,1986,0.73
Estonia,1987,0.78
Estonia,1988,0.74
Estonia,1989,0.34
Estonia,1990,0
Estonia,1991,-0.64
Estonia,1992,-2.63
Estonia,1993,-2.09
Estonia,1994,-1.76
Estonia,1995,-1.37
Estonia,1996,-1.14
Estonia,1997,-0.71
Estonia,1998,-0.75
Estonia,1999,-0.33
Estonia,2000,-0.61
Estonia,2001,-0.66
Estonia,2002,-0.6
Estonia,2003,-0.65
Estonia,2004,-0.55
Estonia,2005,-0.6
Estonia,2006,-0.58
Estonia,2007,-0.34
Estonia,2008,-0.2
Estonia,2009,-0.17
Estonia,2010,-0.28
Estonia,2011,-0.34
Estonia,2012,-0.38
Estonia,2013,-0.33
Estonia,2014,-0.19
Estonia,2015,0.21
Estonia,2016,-0.02
Estonia,2017,0.27
Estonia,2018,0.43
Estonia,2019,0.31
Estonia,2020,0.05
Estonia,2021,-0.17
Eswatini,1950,2.53
Eswatini,1951,2.5
Eswatini,1952,2.47
Eswatini,1953,2.43
Eswatini,1954,2.41
Eswatini,1955,2.38
Eswatini,1956,2.36
Eswatini,1957,2.34
Eswatini,1958,2.33
Eswatini,1959,2.3
Eswatini,1960,2.27
Eswatini,1961,2.26
Eswatini,1962,2.28
Eswatini,1963,2.35
Eswatini,1964,2.46
Eswatini,1965,2.64
Eswatini,1966,2.72
Eswatini,1967,2.62
Eswatini,1968,2.56
Eswatini,1969,2.61
Eswatini,1970,2.66
Eswatini,1971,2.71
Eswatini,1972,2.75
Eswatini,1973,2.8
Eswatini,1974,2.92
Eswatini,1975,3.02
Eswatini,1976,3.14
Eswatini,1977,3.18
Eswatini,1978,3.31
Eswatini,1979,3.31
Eswatini,1980,3.31
Eswatini,1981,2.52
Eswatini,1982,3.3
Eswatini,1983,3.23
Eswatini,1984,3.31
Eswatini,1985,3.96
Eswatini,1986,3.8
Eswatini,1987,3.86
Eswatini,1988,5.32
Eswatini,1989,2.52
Eswatini,1990,4.13
Eswatini,1991,4.06
Eswatini,1992,3.76
Eswatini,1993,2.28
Eswatini,1994,-2.22
Eswatini,1995,2.19
Eswatini,1996,1.97
Eswatini,1997,1.53
Eswatini,1998,1.36
Eswatini,1999,1.25
Eswatini,2000,1.12
Eswatini,2001,0.98
Eswatini,2002,0.82
Eswatini,2003,0.7
Eswatini,2004,0.61
Eswatini,2005,0.53
Eswatini,2006,0.56
Eswatini,2007,0.61
Eswatini,2008,0.47
Eswatini,2009,0.44
Eswatini,2010,0.47
Eswatini,2011,0.52
Eswatini,2012,0.58
Eswatini,2013,0.65
Eswatini,2014,0.69
Eswatini,2015,0.74
Eswatini,2016,0.77
Eswatini,2017,0.78
Eswatini,2018,0.79
Eswatini,2019,0.79
Eswatini,2020,1.09
Eswatini,2021,0.87
Ethiopia,1950,2.18
Ethiopia,1951,2.19
Ethiopia,1952,2.14
Ethiopia,1953,2.09
Ethiopia,1954,2.1
Ethiopia,1955,2.12
Ethiopia,1956,2.14
Ethiopia,1957,1.52
Ethiopia,1958,1.55
Ethiopia,1959,2.35
Ethiopia,1960,2.42
Ethiopia,1961,2.5
Ethiopia,1962,2.55
Ethiopia,1963,2.6
Ethiopia,1964,2.65
Ethiopia,1965,2.7
Ethiopia,1966,2.49
Ethiopia,1967,2.75
Ethiopia,1968,2.76
Ethiopia,1969,2.78
Ethiopia,1970,2.79
Ethiopia,1971,2.72
Ethiopia,1972,2.64
Ethiopia,1973,2.66
Ethiopia,1974,2.46
Ethiopia,1975,2.34
Ethiopia,1976,2.61
Ethiopia,1977,1.19
Ethiopia,1978,2.12
Ethiopia,1979,0.79
Ethiopia,1980,0.29
Ethiopia,1981,4.6
Ethiopia,1982,3.07
Ethiopia,1983,2.36
Ethiopia,1984,2.64
Ethiopia,1985,2.81
Ethiopia,1986,2.91
Ethiopia,1987,3.7
Ethiopia,1988,3.89
Ethiopia,1989,3.54
Ethiopia,1990,3.61
Ethiopia,1991,4.79
Ethiopia,1992,3.38
Ethiopia,1993,3.35
Ethiopia,1994,3.33
Ethiopia,1995,3.23
Ethiopia,1996,3.18
Ethiopia,1997,3.08
Ethiopia,1998,3.04
Ethiopia,1999,3.02
Ethiopia,2000,2.9
Ethiopia,2001,2.94
Ethiopia,2002,2.93
Ethiopia,2003,2.89
Ethiopia,2004,2.86
Ethiopia,2005,2.82
Ethiopia,2006,2.83
Ethiopia,2007,2.87
Ethiopia,2008,2.81
Ethiopia,2009,2.8
Ethiopia,2010,2.84
Ethiopia,2011,2.86
Ethiopia,2012,2.8
Ethiopia,2013,2.7
Ethiopia,2014,2.71
Ethiopia,2015,2.68
Ethiopia,2016,2.75
Ethiopia,2017,2.7
Ethiopia,2018,2.65
Ethiopia,2019,2.66
Ethiopia,2020,2.65
Ethiopia,2021,2.56
Europe,1950,0.88
Europe,1951,0.87
Europe,1952,0.94
Europe,1953,1
Europe,1954,0.98
Europe,1955,0.99
Europe,1956,0.97
Europe,1957,0.99
Europe,1958,1.03
Europe,1959,0.99
Europe,1960,0.98
Europe,1961,1.01
Europe,1962,0.93
Europe,1963,0.9
Europe,1964,0.89
Europe,1965,0.79
Europe,1966,0.78
Europe,1967,0.74
Europe,1968,0.66
Europe,1969,0.61
Europe,1970,0.54
Europe,1971,0.66
Europe,1972,0.65
Europe,1973,0.59
Europe,1974,0.61
Europe,1975,0.54
Europe,1976,0.52
Europe,1977,0.5
Europe,1978,0.46
Europe,1979,0.45
Europe,1980,0.46
Europe,1981,0.4
Europe,1982,0.4
Europe,1983,0.4
Europe,1984,0.39
Europe,1985,0.38
Europe,1986,0.43
Europe,1987,0.43
Europe,1988,0.4
Europe,1989,0.34
Europe,1990,0.32
Europe,1991,0.26
Europe,1992,0.2
Europe,1993,0.13
Europe,1994,0.04
Europe,1995,0.02
Europe,1996,0.02
Europe,1997,0.01
Europe,1998,-0.05
Europe,1999,-0.05
Europe,2000,0.01
Europe,2001,-0.04
Europe,2002,0.06
Europe,2003,0.08
Europe,2004,0.12
Europe,2005,0.09
Europe,2006,0.16
Europe,2007,0.26
Europe,2008,0.24
Europe,2009,0.2
Europe,2010,0.17
Europe,2011,0.19
Europe,2012,0.17
Europe,2013,0.13
Europe,2014,0.14
Europe,2015,0.15
Europe,2016,0.17
Europe,2017,0.13
Europe,2018,0.11
Europe,2019,0.11
Europe,2020,-0.1
Europe,2021,-0.18
Faeroe Islands,1950,0.89
Faeroe Islands,1951,0.33
Faeroe Islands,1952,0.26
Faeroe Islands,1953,0.18
Faeroe Islands,1954,0.16
Faeroe Islands,1955,0.2
Faeroe Islands,1956,1.11
Faeroe Islands,1957,1.36
Faeroe Islands,1958,1.46
Faeroe Islands,1959,1.41
Faeroe Islands,1960,1.35
Faeroe Islands,1961,1.08
Faeroe Islands,1962,1.17
Faeroe Islands,1963,1.23
Faeroe Islands,1964,1.33
Faeroe Islands,1965,1.47
Faeroe Islands,1966,1.15
Faeroe Islands,1967,1.07
Faeroe Islands,1968,1.05
Faeroe Islands,1969,0.96
Faeroe Islands,1970,1.16
Faeroe Islands,1971,1.15
Faeroe Islands,1972,1.11
Faeroe Islands,1973,1.12
Faeroe Islands,1974,1.09
Faeroe Islands,1975,1.07
Faeroe Islands,1976,1.02
Faeroe Islands,1977,1.04
Faeroe Islands,1978,1.28
Faeroe Islands,1979,1.28
Faeroe Islands,1980,1.28
Faeroe Islands,1981,1.3
Faeroe Islands,1982,1.22
Faeroe Islands,1983,1.05
Faeroe Islands,1984,1.02
Faeroe Islands,1985,0.92
Faeroe Islands,1986,0.99
Faeroe Islands,1987,1.03
Faeroe Islands,1988,1.04
Faeroe Islands,1989,1.2
Faeroe Islands,1990,-1.25
Faeroe Islands,1991,-1.59
Faeroe Islands,1992,-1.88
Faeroe Islands,1993,-2.11
Faeroe Islands,1994,-2.22
Faeroe Islands,1995,0.74
Faeroe Islands,1996,0.77
Faeroe Islands,1997,0.84
Faeroe Islands,1998,0.81
Faeroe Islands,1999,0.69
Faeroe Islands,2000,1.31
Faeroe Islands,2001,1.24
Faeroe Islands,2002,1.21
Faeroe Islands,2003,1.25
Faeroe Islands,2004,1.25
Faeroe Islands,2005,0.01
Faeroe Islands,2006,0.08
Faeroe Islands,2007,0.12
Faeroe Islands,2008,0.08
Faeroe Islands,2009,-0.01
Faeroe Islands,2010,-0.07
Faeroe Islands,2011,-0.03
Faeroe Islands,2012,0.06
Faeroe Islands,2013,0.05
Faeroe Islands,2014,0.14
Faeroe Islands,2015,1.3
Faeroe Islands,2016,1.48
Faeroe Islands,2017,1.46
Faeroe Islands,2018,1.41
Faeroe Islands,2019,1.42
Faeroe Islands,2020,1.4
Faeroe Islands,2021,0.4
Falkland Islands,1950,1
Falkland Islands,1951,0.23
Falkland Islands,1952,0.77
Falkland Islands,1953,-1.22
Falkland Islands,1954,-0.46
Falkland Islands,1955,0
Falkland Islands,1956,0.55
Falkland Islands,1957,0.9
Falkland Islands,1958,0.72
Falkland Islands,1959,0.8
Falkland Islands,1960,1.1
Falkland Islands,1961,1.09
Falkland Islands,1962,0.48
Falkland Islands,1963,-0.22
Falkland Islands,1964,0
Falkland Islands,1965,-0.09
Falkland Islands,1966,-0.09
Falkland Islands,1967,-0.7
Falkland Islands,1968,0.04
Falkland Islands,1969,-0.66
Falkland Islands,1970,-0.09
Falkland Islands,1971,0.13
Falkland Islands,1972,-0.04
Falkland Islands,1973,0.18
Falkland Islands,1974,-0.13
Falkland Islands,1975,0.31
Falkland Islands,1976,-0.18
Falkland Islands,1977,-0.04
Falkland Islands,1978,-0.66
Falkland Islands,1979,-0.66
Falkland Islands,1980,-0.71
Falkland Islands,1981,-0.22
Falkland Islands,1982,0.18
Falkland Islands,1983,-0.09
Falkland Islands,1984,0.36
Falkland Islands,1985,-0.4
Falkland Islands,1986,0.58
Falkland Islands,1987,1.15
Falkland Islands,1988,1.23
Falkland Islands,1989,1.08
Falkland Islands,1990,1.03
Falkland Islands,1991,2.78
Falkland Islands,1992,3.75
Falkland Islands,1993,3.5
Falkland Islands,1994,3.71
Falkland Islands,1995,3.33
Falkland Islands,1996,2.31
Falkland Islands,1997,2.46
Falkland Islands,1998,2.3
Falkland Islands,1999,2.25
Falkland Islands,2000,1.82
Falkland Islands,2001,1.06
Falkland Islands,2002,0.67
Falkland Islands,2003,0.44
Falkland Islands,2004,0.66
Falkland Islands,2005,0.47
Falkland Islands,2006,0.22
Falkland Islands,2007,-0.28
Falkland Islands,2008,-0.34
Falkland Islands,2009,-0.25
Falkland Islands,2010,-0.28
Falkland Islands,2011,-0.47
Falkland Islands,2012,1.69
Falkland Islands,2013,2.36
Falkland Islands,2014,2.1
Falkland Islands,2015,2.32
Falkland Islands,2016,3.48
Falkland Islands,2017,1.61
Falkland Islands,2018,1.56
Falkland Islands,2019,1.4
Falkland Islands,2020,0.56
Falkland Islands,2021,0.37
Fiji,1950,1.26
Fiji,1951,1.66
Fiji,1952,2.09
Fiji,1953,2.37
Fiji,1954,2.66
Fiji,1955,2.9
Fiji,1956,3.06
Fiji,1957,3.15
Fiji,1958,3.2
Fiji,1959,3.19
Fiji,1960,3.15
Fiji,1961,3.08
Fiji,1962,3.17
Fiji,1963,3.13
Fiji,1964,3.04
Fiji,1965,2.93
Fiji,1966,2.69
Fiji,1967,2.34
Fiji,1968,2.2
Fiji,1969,2.1
Fiji,1970,1.99
Fiji,1971,1.9
Fiji,1972,1.76
Fiji,1973,1.62
Fiji,1974,1.6
Fiji,1975,1.73
Fiji,1976,1.99
Fiji,1977,2.29
Fiji,1978,2.44
Fiji,1979,2.47
Fiji,1980,2.46
Fiji,1981,2.45
Fiji,1982,2.43
Fiji,1983,2.42
Fiji,1984,2.41
Fiji,1985,2.29
Fiji,1986,1.85
Fiji,1987,1.39
Fiji,1988,1.14
Fiji,1989,1.03
Fiji,1990,0.96
Fiji,1991,0.17
Fiji,1992,0.35
Fiji,1993,0.25
Fiji,1994,0.16
Fiji,1995,0.21
Fiji,1996,0.87
Fiji,1997,1.13
Fiji,1998,1.18
Fiji,1999,1.13
Fiji,2000,1.06
Fiji,2001,1.04
Fiji,2002,0.99
Fiji,2003,0.98
Fiji,2004,0.96
Fiji,2005,0.93
Fiji,2006,0.93
Fiji,2007,0.78
Fiji,2008,0.58
Fiji,2009,0.45
Fiji,2010,0.39
Fiji,2011,0.32
Fiji,2012,0.28
Fiji,2013,0.25
Fiji,2014,0.21
Fiji,2015,0.14
Fiji,2016,0.11
Fiji,2017,0.03
Fiji,2018,-0.03
Fiji,2019,-0.08
Fiji,2020,0.51
Fiji,2021,0.4
Finland,1950,1.08
Finland,1951,0.87
Finland,1952,1.26
Finland,1953,1.12
Finland,1954,1.16
Finland,1955,1.12
Finland,1956,1.08
Finland,1957,0.88
Finland,1958,0.76
Finland,1959,0.84
Finland,1960,0.75
Finland,1961,0.66
Finland,1962,0.7
Finland,1963,0.72
Finland,1964,0.39
Finland,1965,0.27
Finland,1966,0.49
Finland,1967,0.62
Finland,1968,0.28
